1,0.06945882879892128
2,0.056705387711674105
3,0.05622983826519722
4,0.056004426959214273
5,0.05588926753677454
6,0.05581509995850568
7,0.05575641482740042
8,0.05570287325320437
9,0.055649674763214016
10,0.05559412808244792
11,0.05553435312973837
12,0.05546880442633339
13,0.05539608930631318
14,0.05531478215886392
15,0.055223092109323045
16,0.05511851798517475
17,0.0549979516872741
18,0.054858683463177155
19,0.05469958529651801
20,0.054519965716491564
21,0.054316326713335826
22,0.054082528784337065
23,0.05381079950301739
24,0.05348759054596323
25,0.05310004940833104
26,0.05263982230214063
27,0.052077693552832954
28,0.05135386672849425
29,0.05042797380136633
30,0.04949198691454576
31,0.04869040356452465
32,0.047968950634071576
33,0.047312080478265205
34,0.046765861229963956
35,0.04633351169947822
36,0.04599007628642971
37,0.04571358816361363
38,0.04548810759416256
39,0.045302015608566046
40,0.04514666299507487
40,0.04514666299507487
1,0.1125721650479718
2,0.042209030457528114
3,0.03433332218443411
4,0.02989295191187177
5,0.026538173261768484
6,0.02381556668494541
7,0.021492855270509044
8,0.019494707038788063
9,0.017794255506213472
10,0.01636719338336777
11,0.015180756676470434
12,0.014195469003436139
13,0.013372065843159576
14,0.01267687850393834
15,0.012083366803613656
16,0.011571294113344366
17,0.011125270899999566
18,0.01073345628796973
19,0.010386593127707767
20,0.010077332419851433
21,0.009799764050754898
21,0.009799764050754898
1,0.404521598623758
2,0.3765452811168467
3,0.3352055240647287
4,0.30328949426011037
5,0.2789374628429813
6,0.26017430230825944
7,0.24539967798790924
8,0.23343479693334673
9,0.22344369601716324
10,0.21483906151892052
11,0.2072060655522276
12,0.20024799082850553
13,0.19374927969259764
14,0.1875509028278285
15,0.18153405225846284
16,0.17560938409299504
17,0.16970996657775972
18,0.16378671855565552
19,0.15780552624137437
20,0.1517454742616116
21,0.14559777404888374
22,0.13936505732602716
23,0.13306075307310455
24,0.12670830576514988
25,0.12034003934785345
26,0.11399553861984796
27,0.10771951232604582
28,0.10155921375378828
29,0.09556160621450902
30,0.08977054570834378
31,0.08422428563168216
32,0.07895357507219816
33,0.07398052916964848
34,0.0693183223150063
35,0.06497162747110395
36,0.0609376289993351
37,0.05720738946263721
38,0.05376735313073351
39,0.05060080735984153
40,0.04768917923478437
40,0.04768917923478437
